time,nodeID,positionX,positionY,positionZ,quality
2026-01-13T15:59:50.717633,87b0,22.904085,22.75667,1.8016336,73
2026-01-13T15:59:50.718955,1bb3,-3.1678452,25.457788,0.094096467,99
2026-01-13T15:59:50.719953,d284,19.697449,16.450102,-1.3235562,93
2026-01-13T15:59:50.720919,d284,19.755669,16.452255,-1.4114314,93
2026-01-13T15:59:50.722368,5720,20.746265,22.918447,-1.8247944,63
2026-01-13T15:59:50.723823,1bb3,-3.1678452,25.457788,0.094096467,99
2026-01-13T15:59:50.724838,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:50.725842,4110,NaN,NaN,NaN,0
2026-01-13T15:59:50.727333,87b0,22.904085,22.75667,1.8016336,73
2026-01-13T15:59:50.728916,4103,NaN,NaN,NaN,0
2026-01-13T15:59:50.730016,4110,NaN,NaN,NaN,0
2026-01-13T15:59:50.731360,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:50.732430,87b0,22.864365,22.746626,1.8072882,71
2026-01-13T15:59:50.735292,5720,20.748732,22.905403,-1.7770509,66
2026-01-13T15:59:50.739117,4103,NaN,NaN,NaN,0
2026-01-13T15:59:50.740664,d200,21.027952,25.992727,-2.5190661,16
2026-01-13T15:59:50.741943,d238,21.695793,25.402929,1.4092327,60
2026-01-13T15:59:50.743351,d43a,18.519445,11.090485,0.34578204,88
2026-01-13T15:59:50.744717,d284,19.773977,16.480381,-1.5042797,93
2026-01-13T15:59:50.746084,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:50.746977,4110,NaN,NaN,NaN,0
2026-01-13T15:59:50.747773,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:50.748626,1bb3,NaN,NaN,NaN,0
2026-01-13T15:59:50.831387,d284,19.816767,16.479681,-1.5071768,93
2026-01-13T15:59:50.832742,5720,20.757242,22.89732,-1.7412733,65
2026-01-13T15:59:50.834127,4103,NaN,NaN,NaN,0
2026-01-13T15:59:50.836455,87b0,22.854719,22.761312,1.8324256,70
2026-01-13T15:59:50.882465,d238,21.702133,25.393169,1.4040804,58
2026-01-13T15:59:50.883965,d200,21.02269,25.984671,-2.5261683,14
2026-01-13T15:59:50.885379,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:50.886436,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:50.896294,4110,NaN,NaN,NaN,0
2026-01-13T15:59:50.897529,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:50.931393,87b0,22.855785,22.756165,1.8254416,73
2026-01-13T15:59:50.933038,5720,20.76189,22.913527,-1.7804177,62
2026-01-13T15:59:50.934390,d43a,18.57843,10.920106,0.5688386,97
2026-01-13T15:59:50.940751,4103,NaN,NaN,NaN,0
2026-01-13T15:59:50.941995,1bb3,-3.1273589,25.428202,-0.19054881,98
2026-01-13T15:59:50.981694,d238,21.7086,25.393347,1.4173105,56
2026-01-13T15:59:50.983234,d200,21.023239,25.99078,-2.5237935,15
2026-01-13T15:59:50.984371,d284,NaN,NaN,NaN,0
2026-01-13T15:59:50.985649,4110,NaN,NaN,NaN,0
2026-01-13T15:59:50.986895,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.031407,87b0,22.881929,22.759163,1.8155131,74
2026-01-13T15:59:51.032756,5720,20.769764,22.906263,-1.7657336,64
2026-01-13T15:59:51.035364,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.040324,d200,21.029522,25.973114,-2.525775,15
2026-01-13T15:59:51.041590,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:51.042583,d284,NaN,NaN,NaN,0
2026-01-13T15:59:51.043672,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.044522,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.045406,d238,21.711575,25.383823,1.427235,55
2026-01-13T15:59:51.131303,5720,20.759865,22.917868,-1.7980566,62
2026-01-13T15:59:51.132656,87b0,22.89727,22.763784,1.8190566,73
2026-01-13T15:59:51.133670,d284,NaN,NaN,NaN,0
2026-01-13T15:59:51.135651,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.144321,d238,21.702063,25.375385,1.4134713,59
2026-01-13T15:59:51.145770,d200,21.031013,25.98464,-2.5191445,16
2026-01-13T15:59:51.146925,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:51.147911,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.148713,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.181321,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.231408,87b0,22.901432,22.771255,1.8094323,73
2026-01-13T15:59:51.234014,5720,20.750597,22.923632,-1.8170873,63
2026-01-13T15:59:51.236289,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.276325,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:51.278427,d284,NaN,NaN,NaN,0
2026-01-13T15:59:51.284417,d238,21.586269,25.410223,0.99135327,97
2026-01-13T15:59:51.285871,d200,21.034788,25.981829,-2.5198092,15
2026-01-13T15:59:51.287103,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.287969,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.288767,1bb3,-3.0874352,25.417213,0.12573089,97
2026-01-13T15:59:51.331034,87b0,22.908066,22.781796,1.8317143,72
2026-01-13T15:59:51.335509,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.337034,5720,20.7633,22.940958,-1.8365885,62
2026-01-13T15:59:51.338288,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.341344,d238,21.605967,25.397633,1.0805532,60
2026-01-13T15:59:51.342625,d200,21.030516,25.972895,-2.5123711,16
2026-01-13T15:59:51.343754,d43a,18.653706,10.7715,0.023638489,88
2026-01-13T15:59:51.344860,d284,19.862116,16.494991,-0.67606175,88
2026-01-13T15:59:51.382528,1bb3,-3.1484451,25.454081,0.058770649,97
2026-01-13T15:59:51.392731,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.393905,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.431310,5720,20.75667,22.929958,-1.8314687,64
2026-01-13T15:59:51.432760,87b0,22.929506,22.785976,1.8355191,73
2026-01-13T15:59:51.438567,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.439933,d284,19.856461,16.50742,-0.97478187,92
2026-01-13T15:59:51.441415,d43a,18.758192,10.701324,0.39165416,87
2026-01-13T15:59:51.442601,1bb3,-3.1174877,25.431833,0.26303622,97
2026-01-13T15:59:51.443607,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.444517,d238,21.627394,25.382566,1.176975,55
2026-01-13T15:59:51.445508,d200,21.018898,25.933208,-2.5136166,15
2026-01-13T15:59:51.493406,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.494582,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.531439,87b0,22.95191,22.80249,1.8235974,74
2026-01-13T15:59:51.532921,5720,20.764482,22.943113,-1.8397791,62
2026-01-13T15:59:51.534219,d238,21.640553,25.372709,1.23904,56
2026-01-13T15:59:51.535743,d284,NaN,NaN,NaN,0
2026-01-13T15:59:51.536794,d43a,18.780445,10.67278,0.61906171,87
2026-01-13T15:59:51.541548,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.542742,d200,21.016016,25.935677,-2.5300865,13
2026-01-13T15:59:51.544877,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.584699,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.585975,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.631944,5720,20.783863,22.933743,-1.8178214,64
2026-01-13T15:59:51.636674,87b0,22.938477,22.798082,1.7917266,74
2026-01-13T15:59:51.640533,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.641785,d284,NaN,NaN,NaN,0
2026-01-13T15:59:51.643011,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.643964,d238,21.638771,25.379152,1.2680252,60
2026-01-13T15:59:51.644870,d200,21.016699,25.917593,-2.5256863,15
2026-01-13T15:59:51.682714,d43a,18.791555,10.706821,0.21540168,87
2026-01-13T15:59:51.683941,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.684803,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.685821,1bb3,-3.1451781,25.404778,0.19498222,97
2026-01-13T15:59:51.731127,87b0,22.942825,22.812077,1.7859517,73
2026-01-13T15:59:51.740392,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:51.741520,5720,20.77541,22.933157,-1.8383985,62
2026-01-13T15:59:51.744436,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.745658,d238,21.636713,25.374903,1.2811805,61
2026-01-13T15:59:51.746741,d200,21.012157,25.925257,-2.5282004,15
2026-01-13T15:59:51.747692,d284,19.945124,16.474703,-1.0772206,97
2026-01-13T15:59:51.792537,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.794711,1bb3,-3.1210954,25.413254,-0.070698828,98
2026-01-13T15:59:51.796037,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.797473,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.831838,5720,20.783192,22.934692,-1.8558806,62
2026-01-13T15:59:51.833315,87b0,22.943781,22.823074,1.7882698,73
2026-01-13T15:59:51.835797,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:51.839086,d284,20.035521,16.45639,-1.2193671,96
2026-01-13T15:59:51.840478,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.886932,d200,21.007124,25.923702,-2.5216007,16
2026-01-13T15:59:51.888784,d238,21.6438,25.359629,1.2922115,60
2026-01-13T15:59:51.890035,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.891057,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.892024,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:51.931114,87b0,22.935768,22.827238,1.8184766,71
2026-01-13T15:59:51.935359,5720,20.797604,22.910156,-1.8395433,65
2026-01-13T15:59:51.941481,d43a,18.806486,10.763291,0.65399629,90
2026-01-13T15:59:51.943874,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:51.945225,1bb3,NaN,NaN,NaN,0
2026-01-13T15:59:51.946271,d284,20.087933,16.428762,-1.303072,96
2026-01-13T15:59:51.947324,4103,NaN,NaN,NaN,0
2026-01-13T15:59:51.948758,d238,21.642124,25.360537,1.3196291,58
2026-01-13T15:59:51.950082,d200,21.01226,25.932093,-2.5311711,14
2026-01-13T15:59:51.996096,4110,NaN,NaN,NaN,0
2026-01-13T15:59:51.997413,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.031773,5720,20.782471,22.892387,-1.8222028,65
2026-01-13T15:59:52.033077,87b0,22.967443,22.834553,1.8626735,71
2026-01-13T15:59:52.034168,d43a,NaN,NaN,NaN,0
2026-01-13T15:59:52.040591,4103,NaN,NaN,NaN,0
2026-01-13T15:59:52.042303,d238,21.642086,25.3582,1.3330846,59
2026-01-13T15:59:52.043660,d200,21.010773,25.946129,-2.5371044,14
2026-01-13T15:59:52.045018,d284,20.13349,16.404898,-1.3382628,97
2026-01-13T15:59:52.046279,4110,NaN,NaN,NaN,0
2026-01-13T15:59:52.047412,4c0f,NaN,NaN,NaN,0
2026-01-13T15:59:52.048634,49a2,NaN,NaN,NaN,0
2026-01-13T15:59:52.131169,d284,20.149508,16.383068,-1.325897,90
2026-01-13T15:59:52.133090,87b0,22.952953,22.8339,1.8828896,71
2026-01-13T15:59:52.134397,5720,20.76882,22.875677,-1.794544,66
2026-01-13T15:59:52.138845,d43a,18.799852,10.853252,0.082656637,88
